ID,Make,Model,Engine,Fuel,Driveline,Hybrid,City,Highway,Transmission,Year,Horsepower,Torque
2010 Ford Ranger XLT SuperCab,Ford,2010 Ford Ranger,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,Gasoline,Rear-wheel drive,True,22,27,Manual transmission,2010,143,154
2010 Ford Ranger XLT SuperCab AT,Ford,2010 Ford Ranger,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,Gasoline,Rear-wheel drive,True,19,24,Automatic transmission,2010,143,154
2010 Ford Ranger XLT SuperCab V6,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,15,21,Manual transmission,2010,207,238
2010 Ford Ranger XLT SuperCab V6 AT,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,16,21,Automatic transmission,2010,207,238
2010 Ford Ranger XLT SuperCab 4-Door,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,15,21,Manual transmission,2010,207,238
2010 Ford Ranger XLT SuperCab 4-Door AT,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,16,21,Automatic transmission,2010,207,238
2010 Ford Ranger XLT SuperCab 4-Door 4X4,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Four-wheel drive,True,15,19,Manual transmission,2010,207,238
2010 Ford Ranger XLT SuperCab 4-Door 4X4 AT,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Four-wheel drive,True,14,18,Automatic transmission,2010,207,238
2010 Ford Ranger Sport,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,15,21,Manual transmission,2010,207,238
2010 Ford Ranger Sport AT,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,16,21,Automatic transmission,2010,207,238
2010 Ford Ranger Sport 4-Door,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,15,21,Manual transmission,2010,207,238
2010 Ford Ranger Sport 4-Door AT,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Rear-wheel drive,True,16,21,Automatic transmission,2010,207,238
2010 Ford Ranger Sport 4-Door 4X4,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Four-wheel drive,True,15,19,Manual transmission,2010,207,238
2010 Ford Ranger Sport 4-Door 4X4 AT,Ford,2010 Ford Ranger,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,Gasoline,Four-wheel drive,True,14,18,Automatic transmission,2010,207,238
2012 Ford E-150 Wagon XL,Ford,2012 Ford E-150 Wagon,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,Rear-wheel drive,True,13,16,Automatic transmission,2012,225,286
2012 Ford E-150 Wagon XL 5.4L,Ford,2012 Ford E-150 Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,12,16,Automatic transmission,2012,255,350
2012 Ford E-150 Wagon XLT,Ford,2012 Ford E-150 Wagon,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2012,225,286
2012 Ford E-150 Wagon XLT 5.4L,Ford,2012 Ford E-150 Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,12,16,Automatic transmission,2012,255,350
2012 Ford E-150 Wagon XLT Premium,Ford,2012 Ford E-150 Wagon,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2012,225,286
2012 Ford E-150 Wagon XLT Premium 5.4L,Ford,2012 Ford E-150 Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2012,255,350
2011 Ford E-150 Wagon XL,Ford,2011 Ford E-150 Wagon,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,Rear-wheel drive,True,13,16,Automatic transmission,2011,225,286
2011 Ford E-150 Wagon XL 5.4L,Ford,2011 Ford E-150 Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,12,15,Automatic transmission,2011,255,350
2011 Ford E-150 Wagon XLT,Ford,2011 Ford E-150 Wagon,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2011,225,286
2011 Ford E-150 Wagon XLT 5.4L,Ford,2011 Ford E-150 Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2011,255,350
2012 Buick Enclave Convenience Group,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,288,270
2012 Buick Enclave Premium Group,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,288,270
2012 Buick Enclave Leather Group AWD,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2012,288,270
2012 Buick Enclave AWD,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2012,288,270
2012 Buick Enclave Premium Group AWD,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2012,288,270
2012 Buick Enclave,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,288,270
2012 Buick Enclave Leather Group,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,288,270
2012 Buick Enclave Convenience Group AWD,Buick,2012 Buick Enclave,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2012,288,270
2012 Ford E-350 Super Duty Wagon XL,Ford,2012 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,Rear-wheel drive,True,9,11,Automatic transmission,2012,255,350
2012 Ford E-350 Super Duty Wagon XL V10,Ford,2012 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2012,305,420
2012 Ford E-350 Super Duty Wagon XL Extended,Ford,2012 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,15,Automatic transmission,2012,255,350
2012 Ford E-350 Super Duty Wagon XL Extended V10,Ford,2012 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2012,305,420
2012 Ford E-350 Super Duty Wagon XLT,Ford,2012 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,15,Automatic transmission,2012,255,350
2012 Ford E-350 Super Duty Wagon XLT V10,Ford,2012 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2012,305,420
2012 Ford E-350 Super Duty Wagon XLT Extended,Ford,2012 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,15,Automatic transmission,2012,255,350
2012 Ford E-350 Super Duty Wagon XLT Extended  V10,Ford,2012 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2012,305,420
2011 Ford E-350 Super Duty Wagon XL,Ford,2011 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,15,Automatic transmission,2011,255,350
2011 Ford E-350 Super Duty Wagon XL V10,Ford,2011 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2011,305,420
2011 Ford E-350 Super Duty Wagon XL Extended,Ford,2011 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,15,Automatic transmission,2011,255,350
2011 Ford E-350 Super Duty Wagon XL Extended V10,Ford,2011 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2011,305,420
2011 Ford E-350 Super Duty Wagon XLT,Ford,2011 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,11,15,Automatic transmission,2011,255,350
2011 Ford E-350 Super Duty Wagon XLT V10,Ford,2011 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2011,305,420
2011 Ford E-350 Super Duty Wagon XLT Extended,Ford,2011 Ford E-350 Super Duty Wagon,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,Rear-wheel drive,True,9,11,Automatic transmission,2011,255,350
2011 Ford E-350 Super Duty Wagon XLT Extended  V10,Ford,2011 Ford E-350 Super Duty Wagon,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,Gasoline,Rear-wheel drive,True,10,13,Automatic transmission,2011,305,420
2012 Buick Lacrosse Convenience Group,Buick,2012 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2012,182,172
2012 Buick Lacrosse Leather Group,Buick,2012 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2012,182,172
2012 Buick Lacrosse Premium III Group,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,27,Automatic transmission,2012,303,264
2012 Buick Lacrosse Premium II Group AWD,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,E85,All-wheel drive,True,12,18,Automatic transmission,2012,303,264
2012 Buick Lacrosse Premium II Group,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,27,Automatic transmission,2012,303,264
2012 Buick Lacrosse Premium I Group,Buick,2012 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2012,182,172
2012 Buick Lacrosse Touring Group,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,27,Automatic transmission,2012,303,264
2012 Buick Lacrosse,Buick,2012 Buick Lacrosse,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,25,36,Automatic transmission,2012,182,172
2012 Buick Lacrosse Convenience Group 3.6L,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,Gasoline,Front-wheel drive,True,17,27,Automatic transmission,2012,303,264
2012 Buick Lacrosse Premium I Group 3.6L,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,E85,Front-wheel drive,True,13,19,Automatic transmission,2012,303,264
2012 Buick Lacrosse Leather Group 3.6L AWD,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,Gasoline,All-wheel drive,True,16,26,Automatic transmission,2012,303,264
2012 Buick Lacrosse Premium I Group 3.6L AWD,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,E85,All-wheel drive,True,12,18,Automatic transmission,2012,303,264
2012 Buick Lacrosse Leather Group 3.6L,Buick,2012 Buick Lacrosse,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,E85,Front-wheel drive,True,13,19,Automatic transmission,2012,303,264
2011 Dodge Ram Dakota ST Extended Cab 4x2,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota ST Extended Cab 4x4,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Four-wheel drive,True,14,18,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x2,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x2,Dodge,2011 Dodge Dakota,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,E85,Rear-wheel drive,True,9,13,Automatic transmission,2011,302,329
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x4,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Four-wheel drive,True,14,18,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,Dodge,2011 Dodge Dakota,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,E85,Four-wheel drive,True,9,13,Automatic transmission,2011,302,329
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x2,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x2,Dodge,2011 Dodge Dakota,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,E85,Rear-wheel drive,True,9,13,Automatic transmission,2011,302,329
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x4,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Four-wheel drive,True,14,18,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x4,Dodge,2011 Dodge Dakota,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2011,302,329
2011 Dodge Ram Dakota Laramie Crew Cab 4x2,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x2,Dodge,2011 Dodge Dakota,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,Gasoline,Rear-wheel drive,True,14,19,Automatic transmission,2011,302,329
2011 Dodge Ram Dakota Laramie Crew Cab 4x4,Dodge,2011 Dodge Dakota,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,Gasoline,Four-wheel drive,True,14,18,Automatic transmission,2011,210,235
2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x4,Dodge,2011 Dodge Dakota,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,E85,Four-wheel drive,True,9,13,Automatic transmission,2011,302,329
2010 Nissan Frontier Crew Cab SE,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,16,20,Manual transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE AT,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE Long Bed,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,16,20,Manual transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE Long Bed AT,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE 4x4,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,15,19,Manual transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE 4x4 AT,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE Long Bed  4x4,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,15,19,Manual transmission,2010,261,281
2010 Nissan Frontier Crew Cab SE Long Bed 4x4 AT,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab PRO-4X,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab PRO-4X 4x4,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab LE,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab LE Long Bed,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab LE 4x4,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,261,281
2010 Nissan Frontier Crew Cab LE Long Bed 4x4,Nissan,2010 Nissan Frontier,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,261,281
2012 Buick Regal Turbo Premium III Group,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,Gasoline,Front-wheel drive,True,18,29,Automatic transmission,2012,220,258
2012 Buick Regal Premium I Group,Buick,2012 Buick Regal,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,E85,Front-wheel drive,True,15,22,Automatic transmission,2012,182,172
2012 Buick Regal Turbo Premium I Group,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,Gasoline,Front-wheel drive,True,18,29,Automatic transmission,2012,220,258
2012 Buick Regal Turbo Premium I Group MT,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,Gasoline,Front-wheel drive,True,20,32,Manual transmission,2012,220,258
2012 Buick Regal,Buick,2012 Buick Regal,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,19,31,Automatic transmission,2012,182,172
2012 Buick Regal Turbo Premium II Group MT,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,Gasoline,Front-wheel drive,True,20,32,Manual transmission,2012,220,258
2012 Buick Regal Premium II Group,Buick,2012 Buick Regal,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,E85,Front-wheel drive,True,15,22,Automatic transmission,2012,182,172
2012 Buick Regal Turbo Premium II Group,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,Gasoline,Front-wheel drive,True,18,29,Automatic transmission,2012,220,258
2012 Buick Regal Turbo Premium III Group MT,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,Gasoline,Front-wheel drive,True,20,32,Manual transmission,2012,220,258
2012 Buick Regal GS,Buick,2012 Buick Regal,Buick 2.0L 4 Cylinder 270 hp 295 ft-lbs Turbo,Gasoline,Front-wheel drive,True,19,27,Manual transmission,2012,270,295
2011 Subaru Impreza WRX Premium Sedan,Subaru,2011 Subaru Impreza WRX Sedan,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,All-wheel drive,True,19,25,Manual transmission,2011,265,244
2011 Subaru Impreza WRX STI Limited Sedan,Subaru,2011 Subaru Impreza WRX Sedan,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,23,Manual transmission,2011,305,290
2011 Subaru Impreza WRX Limited Sedan,Subaru,2011 Subaru Impreza WRX Sedan,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,Gasoline,All-wheel drive,True,19,25,Manual transmission,2011,265,244
2012 Ford E-150 Van Commercial,Ford,2012 Ford E-150 Van,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,Rear-wheel drive,True,13,17,Automatic transmission,2012,225,286
2012 Ford E-150 Van Commercial 5.4L,Ford,2012 Ford E-150 Van,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2012,255,350
2012 Ford E-150 Van Commercial Extended,Ford,2012 Ford E-150 Van,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2012,225,286
2012 Ford E-150 Van Commercial Extended 5.4L,Ford,2012 Ford E-150 Van,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,Gasoline,Rear-wheel drive,True,12,16,Automatic transmission,2012,255,350
2012 Ford E-150 Van Recreational,Ford,2012 Ford E-150 Van,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,Gasoline,Rear-wheel drive,True,13,17,Automatic transmission,2012,225,286
2012 Ford E-150 Van Recreational 5.4L,Ford,2012 Ford E-150 Van,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,E85,Rear-wheel drive,True,9,12,Automatic transmission,2012,255,350
2010 Toyota Tundra,Toyota,2010 Toyota Tundra,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,Gasoline,Rear-wheel drive,True,15,19,Automatic transmission,2010,236,266
2010 Toyota Tundra 4.6L,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,310,327
2010 Toyota Tundra 4.6L 4X4,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,310,327
2010 Toyota Tundra 5.7L,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,Rear-wheel drive,True,14,18,Automatic transmission,2010,381,401
2010 Toyota Tundra 5.7L 4X4,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,Four-wheel drive,True,13,17,Automatic transmission,2010,381,401
2010 Toyota Tundra 5.7L FFV 4X4,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,Gasoline,Four-wheel drive,True,13,17,Automatic transmission,2010,381,401
2010 Toyota Tundra Long Bed,Toyota,2010 Toyota Tundra,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,Gasoline,Rear-wheel drive,True,15,19,Automatic transmission,2010,236,266
2010 Toyota Tundra Long Bed 4.6L,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,310,327
2010 Toyota Tundra Long Bed 4.6L 4X4,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,310,327
2010 Toyota Tundra Long Bed 5.7L,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,Rear-wheel drive,True,14,18,Automatic transmission,2010,381,401
2010 Toyota Tundra Long Bed 5.7L 4X4,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,Four-wheel drive,True,13,17,Automatic transmission,2010,381,401
2010 Toyota Tundra Long Bed 5.7L 4X4 FFV,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,Gasoline,Four-wheel drive,True,13,17,Automatic transmission,2010,381,401
2010 Toyota Tundra Double Cab,Toyota,2010 Toyota Tundra,Toyota 4.0L 6 Cylinder 236 hp 266 ft-lbs,Gasoline,Rear-wheel drive,True,15,19,Automatic transmission,2010,236,266
2010 Toyota Tundra Double Cab 4.6L,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,310,327
2010 Toyota Tundra Double Cab 4.6L 4X4,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,310,327
2010 Toyota Tundra Double Cab 5.7L,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,Rear-wheel drive,True,14,18,Automatic transmission,2010,381,401
2010 Toyota Tundra Double Cab 5.7L 4X4,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,Gasoline,Four-wheel drive,True,13,17,Automatic transmission,2010,381,401
2010 Toyota Tundra Double Cab 5.7L FFV 4X4,Toyota,2010 Toyota Tundra,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,Gasoline,Four-wheel drive,True,13,17,Automatic transmission,2010,381,401
2010 Toyota Tundra Double Cab Long Bed,Toyota,2010 Toyota Tundra,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,Gasoline,Rear-wheel drive,True,15,20,Automatic transmission,2010,310,327
