ID;Make;Model;Fuel;Transmission;;Location
2012 Ford Mustang Boss 302;Ford;2012 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2010 Mercedes-Benz C300 Luxury 4MATIC;Mercedes;2010 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Mustang V6 Convertible;Ford;2012 Ford Mustang Convertible;Gasoline;Manual transmission;;University Square
2012 Ford Mustang V6 Convertible AT;Ford;2012 Ford Mustang Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Ford Mustang V6 Premium Convertible;Ford;2012 Ford Mustang Convertible;Gasoline;Manual transmission;;IKEA Pallady
2012 Ford Mustang V6 Premium Convertible AT;Ford;2012 Ford Mustang Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Mustang GT Convertible;Ford;2012 Ford Mustang Convertible;Gasoline;Manual transmission;;University Square
2012 Ford Mustang GT Convertible AT;Ford;2012 Ford Mustang Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Ford Mustang GT Premium Convertible;Ford;2012 Ford Mustang Convertible;Gasoline;Manual transmission;;IKEA Pallady
2012 Ford Mustang GT Premium Convertible AT;Ford;2012 Ford Mustang Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Mustang V6 Convertible;Ford;2011 Ford Mustang Convertible;Gasoline;Manual transmission;;University Square
2011 Ford Mustang V6 Convertible AT;Ford;2011 Ford Mustang Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Mustang V6 Premium Convertible;Ford;2011 Ford Mustang Convertible;Gasoline;Manual transmission;;IKEA Pallady
2011 Ford Mustang V6 Premium Convertible AT;Ford;2011 Ford Mustang Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Mustang GT Convertible;Ford;2011 Ford Mustang Convertible;Gasoline;Manual transmission;;University Square
2011 Ford Mustang GT Convertible AT;Ford;2011 Ford Mustang Convertible;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Mustang GT Premium Convertible;Ford;2011 Ford Mustang Convertible;Gasoline;Manual transmission;;IKEA Pallady
2011 Ford Mustang GT Premium Convertible AT;Ford;2011 Ford Mustang Convertible;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Mustang V6;Ford;2011 Ford Mustang Coup;Gasoline;Manual transmission;;University Square
2011 Ford Mustang V6 AT;Ford;2011 Ford Mustang Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Mustang V6 Premium;Ford;2011 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2011 Ford Mustang V6 Premium AT;Ford;2011 Ford Mustang Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Mustang GT;Ford;2011 Ford Mustang Coup;Gasoline;Manual transmission;;University Square
2011 Ford Mustang GT AT;Ford;2011 Ford Mustang Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Mustang GT Premium;Ford;2011 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2011 Ford Mustang GT Premium AT;Ford;2011 Ford Mustang Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Mercedes-Benz C300 Sport FFV;Mercedes;2011 Mercedes-Benz C-Class;Gasoline;Manual transmission;;University Square
2011 Mercedes-Benz C63 AMG Sport;AMG;2011 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Mercedes-Benz C300 Luxury 4MATIC;Mercedes;2011 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;IKEA Pallady
2011 Mercedes-Benz C300 Luxury;Mercedes;2011 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Mercedes-Benz C350 Sport;Mercedes;2011 Mercedes-Benz C-Class;Gasoline;Automatic transmission;;University Square
2011 Mercedes-Benz C300 Sport AT FFV;Mercedes;2011 Mercedes-Benz C-Class;E85;Automatic transmission;;Baneasa Shopping City
2011 Kia Rio5 LX;Kia;2011 Kia Rio5;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Rio5 SX;Kia;2011 Kia Rio5;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Kia Rio5 LX;Kia;2010 Kia Rio5;Gasoline;Manual transmission;;University Square
2010 Kia Rio5 LX AT;Kia;2010 Kia Rio5;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Kia Rio5 SX;Kia;2010 Kia Rio5;Gasoline;Manual transmission;;IKEA Pallady
2010 Kia Rio5 SX AT;Kia;2010 Kia Rio5;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Volkswagen GTI 4-Door;Volkswagen;2011 Volkswagen GTI 4-Door;Gasoline;Manual transmission;;University Square
2010 Kia Rio;Kia;2010 Kia Rio;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Kia Rio LX;Kia;2010 Kia Rio;Gasoline;Manual transmission;;IKEA Pallady
2010 Kia Rio LX AT;Kia;2010 Kia Rio;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Kia Rio SX;Kia;2010 Kia Rio;Gasoline;Manual transmission;;University Square
2010 Kia Rio SX AT;Kia;2010 Kia Rio;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Soul;Kia;2011 Kia Soul;Gasoline;Manual transmission;;IKEA Pallady
2011 Kia Soul +;Kia;2011 Kia Soul;Gasoline;Manual transmission;;Afi Cotroceni
2011 Kia Soul + AT;Kia;2011 Kia Soul;Gasoline;Automatic transmission;;University Square
2011 Kia Soul !;Kia;2011 Kia Soul;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Soul Sport;Kia;2011 Kia Soul;Gasoline;Automatic transmission;;IKEA Pallady
2011 Chevrolet Camaro Coupe 1LS;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2011 Chevrolet Camaro Coupe 1LS AT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;University Square
2011 Chevrolet Camaro Coupe 2LS;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Chevrolet Camaro Coupe 1LT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;IKEA Pallady
2011 Chevrolet Camaro Coupe 1LT AT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Chevrolet Camaro Coupe 2LT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;University Square
2011 Chevrolet Camaro Coupe 2LT AT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Chevrolet Camaro Coupe 1SS;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;IKEA Pallady
2011 Chevrolet Camaro Coupe 1SS AT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Chevrolet Camaro Coupe 2SS;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;University Square
2011 Chevrolet Camaro Coupe 2SS AT;Chevrolet;2011 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Mustang V6;Ford;2010 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2010 Ford Mustang V6 AT;Ford;2010 Ford Mustang Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Ford Mustang V6 Premium;Ford;2010 Ford Mustang Coup;Gasoline;Manual transmission;;University Square
2010 Ford Mustang V6 Premium AT;Ford;2010 Ford Mustang Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Mustang GT;Ford;2010 Ford Mustang Coup;Gasoline;Manual transmission;;IKEA Pallady
2010 Ford Mustang GT AT;Ford;2010 Ford Mustang Coup;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Ford Mustang GT Premium;Ford;2010 Ford Mustang Coup;Gasoline;Manual transmission;;University Square
2010 Ford Mustang GT Premium;Ford;2010 Ford Mustang Coup;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Kia Soul;Kia;2010 Kia Soul;Gasoline;Manual transmission;;IKEA Pallady
2010 Kia Soul +;Kia;2010 Kia Soul;Gasoline;Manual transmission;;Afi Cotroceni
2010 Kia Soul + AT;Kia;2010 Kia Soul;Gasoline;Automatic transmission;;University Square
2010 Kia Soul !;Kia;2010 Kia Soul;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Kia Soul ! AT;Kia;2010 Kia Soul;Gasoline;Automatic transmission;;IKEA Pallady
2010 Kia Soul Sport;Kia;2010 Kia Soul;Gasoline;Manual transmission;;Afi Cotroceni
2010 Kia Soul Sport AT;Kia;2010 Kia Soul;Gasoline;Automatic transmission;;University Square
2010 Ford Mustang V6 Convertible;Ford;2010 Ford Mustang Convertible;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Ford Mustang V6 Convertible AT;Ford;2010 Ford Mustang Convertible;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Mustang V6 Premium Convertible;Ford;2010 Ford Mustang Convertible;Gasoline;Manual transmission;;Afi Cotroceni
2010 Ford Mustang V6 Premium Convertible AT;Ford;2010 Ford Mustang Convertible;Gasoline;Automatic transmission;;University Square
2010 Ford Mustang GT Convertible;Ford;2010 Ford Mustang Convertible;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Ford Mustang GT Convertible AT;Ford;2010 Ford Mustang Convertible;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Mustang GT Premium Convertible;Ford;2010 Ford Mustang Convertible;Gasoline;Manual transmission;;Afi Cotroceni
2010 Ford Mustang GT Premium Convertible AT;Ford;2010 Ford Mustang Convertible;Gasoline;Automatic transmission;;University Square
2010 Audi R8 Coupe 5.2;Audi;2010 Audi R8 Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Audi R8 Coupe 4.2;Audi;2010 Audi R8 Coupe;Gasoline;Manual transmission;;IKEA Pallady
2012 Kia Sedona LX;Kia;2012 Kia Sedona;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Kia Sedona EX;Kia;2012 Kia Sedona;Gasoline;Automatic transmission;;University Square
2012 Ford Mustang Shelby GT500 Convertible;Ford;2012 Ford Mustang Shelby GT500 Convertible;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Ford Mustang Shelby GT500 Coupe;Ford;2012 Ford Mustang Shelby GT500 Coupe;Gasoline;Manual transmission;;IKEA Pallady
2011 Ford Mustang Shelby GT500 Convertible;Ford;2011 Ford Mustang Shelby GT500 Convertible;Gasoline;Manual transmission;;Afi Cotroceni
2011 Ford Shelby GT500 Coupe;Ford;2011 Ford Shelby GT500 Coupe;Gasoline;Manual transmission;;University Square
2010 Ford Mustang Shelby GT500 Coupe;Ford;2010 Ford Mustang Shelby GT500 Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Ford Mustang Shelby GT500 Convertible;Ford;2010 Ford Mustang Shelby GT500 Convertible;Gasoline;Manual transmission;;IKEA Pallady
2011 Kia Sedona LX;Kia;2011 Kia Sedona;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Sedona EX;Kia;2011 Kia Sedona;Gasoline;Automatic transmission;;University Square
2010 Kia Sedona;Kia;2010 Kia Sedona;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Kia Sedona LX;Kia;2010 Kia Sedona;Gasoline;Automatic transmission;;IKEA Pallady
2010 Kia Sedona EX;Kia;2010 Kia Sedona;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Audi R8 Spyder 4.2;Audi;2011 Audi R8 Spyder;Gasoline;Manual transmission;;University Square
2010 Volkswagen GTI 4-Door;Volkswagen;2010 Volkswagen GTI 4-Door;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Audi R8 Spyder 5.2;Audi;2011 Audi R8 Spyder;Gasoline;Manual transmission;;IKEA Pallady
2012 Kia Sorento;Kia;2012 Kia Sorento;Gasoline;Manual transmission;;Afi Cotroceni
2012 Kia Sorento LX;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;University Square
2012 Kia Sorento LX AWD;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Kia Sorento LX V6;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;IKEA Pallady
2012 Kia Sorento LX V6 AWD;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Kia Sorento EX;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;University Square
2012 Kia Sorento EX AWD;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Kia Sorento EX V6;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;IKEA Pallady
2012 Kia Sorento EX V6 AWD;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Kia Sorento SX;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;University Square
2012 Kia Sorento SX AWD;Kia;2012 Kia Sorento;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Audi S4 Sedan 3.0;Audi;2012 Audi S4 Sedan;Gasoline;Manual transmission;;IKEA Pallady
2010 Chevrolet Camaro Coupe 1LS;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Chevrolet Camaro Coupe 1LS AT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;University Square
2010 Chevrolet Camaro Coupe 1LT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Chevrolet Camaro Coupe 1LT AT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Chevrolet Camaro Coupe 2LT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Chevrolet Camaro Coupe 2LT AT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;University Square
2010 Chevrolet Camaro Coupe 1SS;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Chevrolet Camaro Coupe 1SS AT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Chevrolet Camaro Coupe 2SS;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Manual transmission;;Afi Cotroceni
2010 Chevrolet Camaro Coupe 2SS AT;Chevrolet;2010 Chevrolet Camaro Coupe;Gasoline;Automatic transmission;;University Square
2011 Audi S4 Sedan 3.0;Audi;2011 Audi S4 Sedan;Gasoline;Manual transmission;;Baneasa Shopping City
2011 Kia Sorento;Kia;2011 Kia Sorento;Gasoline;Manual transmission;;IKEA Pallady
2011 Kia Sorento LX;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Sorento LX AWD;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;University Square
2011 Kia Sorento LX V6;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Sorento LX V6 AWD;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Sorento EX;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Sorento EX AWD;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;University Square
2011 Kia Sorento EX V6;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Sorento EX V6 AWD;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Sorento SX;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Sorento SX AWD;Kia;2011 Kia Sorento;Gasoline;Automatic transmission;;University Square
2012 Kia Sportage;Kia;2012 Kia Sportage;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Kia Sportage LX;Kia;2012 Kia Sportage;Gasoline;Automatic transmission;;IKEA Pallady
2012 Kia Sportage LX AWD;Kia;2012 Kia Sportage;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Kia Sportage EX;Kia;2012 Kia Sportage;Gasoline;Automatic transmission;;University Square
2012 Kia Sportage EX AWD;Kia;2012 Kia Sportage;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Kia Sportage SX;Kia;2012 Kia Sportage;Gasoline;Automatic transmission;;IKEA Pallady
2012 Kia Sportage SX AWD;Kia;2012 Kia Sportage;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Volkswagen Golf 2.0L 2-Door TDI;Volkswagen;2010 Volkswagen Golf 2-Door;Diesel fuel;Manual transmission;;University Square
2010 Volkswagen Golf 2-Door;Volkswagen;2010 Volkswagen Golf 2-Door;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Volkswagen Golf 2-Door AT;Volkswagen;2010 Volkswagen Golf 2-Door;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Sportage;Kia;2011 Kia Sportage;Gasoline;Manual transmission;;Afi Cotroceni
2011 Kia Sportage LX;Kia;2011 Kia Sportage;Gasoline;Automatic transmission;;University Square
2011 Kia Sportage LX AWD;Kia;2011 Kia Sportage;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Kia Sportage EX;Kia;2011 Kia Sportage;Gasoline;Automatic transmission;;IKEA Pallady
2011 Kia Sportage EX AWD;Kia;2011 Kia Sportage;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Kia Sportage SX;Kia;2011 Kia Sportage;Gasoline;Automatic transmission;;University Square
2011 Kia Sportage SX AWD;Kia;2011 Kia Sportage;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Audi S4 Sedan 3.0;Audi;2010 Audi S4 Sedan;Gasoline;Manual transmission;;IKEA Pallady
2010 Kia Sportage LX;Kia;2010 Kia Sportage;Gasoline;Manual transmission;;Afi Cotroceni
2010 Kia Sportage LX AT;Kia;2010 Kia Sportage;Gasoline;Automatic transmission;;University Square
2010 Kia Sportage LX 4WD;Kia;2010 Kia Sportage;Gasoline;Manual transmission;;Baneasa Shopping City
2010 Kia Sportage LX V6;Kia;2010 Kia Sportage;Gasoline;Automatic transmission;;IKEA Pallady
2010 Kia Sportage LX V6 4WD;Kia;2010 Kia Sportage;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Kia Sportage EX;Kia;2010 Kia Sportage;Gasoline;Automatic transmission;;University Square
2010 Kia Sportage EX 4WD;Kia;2010 Kia Sportage;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Honda Civic DX Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2010 Honda Civic DX Sedan AT;Honda;2010 Honda Civic Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Civic DX-VP Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;University Square
2010 Honda Civic DX-VP Sedan AT;Honda;2010 Honda Civic Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Honda Civic LX Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2010 Honda Civic LX Sedan AT;Honda;2010 Honda Civic Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Civic LX-S Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;University Square
2010 Honda Civic LX-S Sedan AT;Honda;2010 Honda Civic Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Honda Civic EX Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2010 Honda Civic EX Sedan AT;Honda;2010 Honda Civic Sedan;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Honda Civic EX-L Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;University Square
2010 Honda Civic EX-L Sedan AT;Honda;2010 Honda Civic Sedan;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Honda Civic Si Sedan;Honda;2010 Honda Civic Sedan;Gasoline;Manual transmission;;IKEA Pallady
2010 Honda Civic GX Sedan;Honda;2010 Honda Civic Sedan;Compressed natural gas;Automatic transmission;;Afi Cotroceni
2011 Nissan Pathfinder SV;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;University Square
2011 Nissan Pathfinder Silver Edition;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Nissan Pathfinder Silver Edition 4x4;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;IKEA Pallady
2011 Nissan Pathfinder SV 4x4;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Nissan Pathfinder S;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;University Square
2011 Nissan Pathfinder S 4x4;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Nissan Pathfinder LE;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;IKEA Pallady
2011 Nissan Pathfinder LE 4x4 V8;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Nissan Pathfinder LE 4x4;Nissan;2011 Nissan Pathfinder;Gasoline;Automatic transmission;;University Square
2011 Hyundai Santa Fe GLS AT;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Santa Fe SE AWD;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Santa Fe Limited 3.5 AWD;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Santa Fe SE;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;University Square
2011 Hyundai Santa Fe GLS AT AWD;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Santa Fe Limited 3.5;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;IKEA Pallady
2011 Hyundai Santa Fe Limited;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Hyundai Santa Fe GLS;Hyundai;2011 Hyundai Santa Fe;Gasoline;Manual transmission;;University Square
2011 Hyundai Santa Fe GLS 3.5 AWD;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Hyundai Santa Fe GLS 3.5;Hyundai;2011 Hyundai Santa Fe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Hyundai Santa Fe SE;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Hyundai Santa Fe Limited 3.5 AWD;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;University Square
2010 Hyundai Santa Fe GLS AT AWD;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Santa Fe Limited;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;IKEA Pallady
2010 Hyundai Santa Fe Limited 3.5;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Hyundai Santa Fe SE AWD;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;University Square
2010 Hyundai Santa Fe GLS AT;Hyundai;2010 Hyundai Santa Fe;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Hyundai Santa Fe GLS;Hyundai;2010 Hyundai Santa Fe;Gasoline;Manual transmission;;IKEA Pallady
2012 Ford Taurus SE;Ford;2012 Ford Taurus;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Taurus SEL;Ford;2012 Ford Taurus;Gasoline;Automatic transmission;;University Square
2012 Ford Taurus SEL AWD;Ford;2012 Ford Taurus;Gasoline;Automatic transmission;;Baneasa Shopping City
2012 Ford Taurus Limited;Ford;2012 Ford Taurus;Gasoline;Automatic transmission;;IKEA Pallady
2012 Ford Taurus Limited AWD;Ford;2012 Ford Taurus;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Taurus SE;Ford;2011 Ford Taurus;Gasoline;Automatic transmission;;University Square
2011 Ford Taurus SEL;Ford;2011 Ford Taurus;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Taurus SEL AWD;Ford;2011 Ford Taurus;Gasoline;Automatic transmission;;IKEA Pallady
2011 Ford Taurus Limited;Ford;2011 Ford Taurus;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Taurus Limited AWD;Ford;2011 Ford Taurus;Gasoline;Automatic transmission;;University Square
2010 Ford Taurus SE;Ford;2010 Ford Taurus;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Ford Taurus SEL;Ford;2010 Ford Taurus;Gasoline;Automatic transmission;;IKEA Pallady
2010 Ford Taurus SEL AWD;Ford;2010 Ford Taurus;Gasoline;Automatic transmission;;Afi Cotroceni
2010 Ford Taurus Limited;Ford;2010 Ford Taurus;Gasoline;Automatic transmission;;University Square
2010 Ford Taurus Limited AWD;Ford;2010 Ford Taurus;Gasoline;Automatic transmission;;Baneasa Shopping City
2010 Volkswagen Golf 2.5L 4-Door;Volkswagen;2010 Volkswagen Golf 4-Door;Gasoline;Automatic transmission;;IKEA Pallady
2010 Volkswagen Golf 4-Door TDI;Volkswagen;2010 Volkswagen Golf 4-Door;Diesel fuel;Manual transmission;;Afi Cotroceni
2011 Volkswagen Golf 2.5L 2-Door;Volkswagen;2011 Volkswagen Golf 2-Door;Gasoline;Manual transmission;;University Square
2011 Volkswagen Golf 2.5L 2-Door AT;Volkswagen;2011 Volkswagen Golf 2-Door;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Volkswagen Golf TDI Clean Diesel 2-Door;Volkswagen;2011 Volkswagen Golf 2-Door;Diesel fuel;Manual transmission;;IKEA Pallady
2011 Ford Edge SE;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Edge SEL;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;University Square
2011 Ford Edge SEL AWD;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Ford Edge Limited;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;IKEA Pallady
2011 Ford Edge Limited AWD;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2011 Ford Edge Sport;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;University Square
2011 Ford Edge Sport AWD;Ford;2011 Ford Edge;Gasoline;Automatic transmission;;Baneasa Shopping City
2011 Volkswagen Golf 2.5L 4-Door;Volkswagen;2011 Volkswagen Golf 4-Door;Gasoline;Automatic transmission;;IKEA Pallady
2011 Volkswagen Golf TDI Clean Diesel 4-Door;Volkswagen;2011 Volkswagen Golf 4-Door;Diesel fuel;Manual transmission;;Afi Cotroceni
2012 Audi S5 Coupe 4.2 AT;Audi;2012 Audi S5 Coupe;Gasoline;Automatic transmission;;University Square
2012 Audi S5 Coupe 4.2;Audi;2012 Audi S5 Coupe;Gasoline;Manual transmission;;Baneasa Shopping City
2012 Ford Edge SE;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;IKEA Pallady
2012 Ford Edge SEL;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;Afi Cotroceni
2012 Ford Edge SEL AWD;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;University Square
2012 Ford Edge Limited;Ford;2012 Ford Edge;Gasoline;Automatic transmission;;Baneasa Shopping City
